wbgene,gene_name,gene_id,concise_description,automated_description,gene_class_description,go_term,go_name,go_description,inside_CI,eqtl,vars,pc_vars,go_annotation
WBGene00001172,egl-3,C51E3.7a,The egl-3 gene encodes a homolog of a mammalian proprotein  convertase that participates in peptide secretion. ,"Is an ortholog of human PCSK2 (proprotein convertase subtilisin/kexin  type 2). Exhibits FBXO family protein binding activity and serine-type endopeptidase  activity. Is involved in several processes, including larval feeding behavior; modulation  of chemical synaptic transmission; and protein maturation. Localizes to the axon.  Is expressed in head; mechanosensory neurons; pharynx; and tail. Is used to study  alcohol use disorder. ",EGg Laying defective ,GO:0045887,positive regulation of synaptic growth at neuromuscular junction,"Any process that activates or increases the frequency, rate or extent of synaptic growth at neuromuscular junction.",FALSE,TRUE,FALSE,FALSE,NA
WBGene00001172,egl-3,C51E3.7a,The egl-3 gene encodes a homolog of a mammalian proprotein  convertase that participates in peptide secretion. ,"Is an ortholog of human PCSK2 (proprotein convertase subtilisin/kexin  type 2). Exhibits FBXO family protein binding activity and serine-type endopeptidase  activity. Is involved in several processes, including larval feeding behavior; modulation  of chemical synaptic transmission; and protein maturation. Localizes to the axon.  Is expressed in head; mechanosensory neurons; pharynx; and tail. Is used to study  alcohol use disorder. ",EGg Laying defective ,GO:0060456,positive regulation of digestive system process,"Any process that increases the frequency, rate or extent of a digestive system process, a physical, chemical, or biochemical process carried out by living organisms to break down ingested nutrients into components that may be easily absorbed and directed into metabolism.",FALSE,TRUE,FALSE,FALSE,NA
WBGene00001172,egl-3,C51E3.7a,The egl-3 gene encodes a homolog of a mammalian proprotein  convertase that participates in peptide secretion. ,"Is an ortholog of human PCSK2 (proprotein convertase subtilisin/kexin  type 2). Exhibits FBXO family protein binding activity and serine-type endopeptidase  activity. Is involved in several processes, including larval feeding behavior; modulation  of chemical synaptic transmission; and protein maturation. Localizes to the axon.  Is expressed in head; mechanosensory neurons; pharynx; and tail. Is used to study  alcohol use disorder. ",EGg Laying defective ,GO:0061096,negative regulation of turning behavior involved in mating,"Any process that decreases the rate, frequency or extent of turning behavior involved in mating. Turning behavior is the sharp ventral turn performed by the male as he approaches either the hermaphrodite head or tail, whilst trying to locate his partner's vulva. Turning occurs via a sharp ventral coil of the male's tail.",FALSE,TRUE,FALSE,FALSE,NA
WBGene00001172,egl-3,C51E3.7a,The egl-3 gene encodes a homolog of a mammalian proprotein  convertase that participates in peptide secretion. ,"Is an ortholog of human PCSK2 (proprotein convertase subtilisin/kexin  type 2). Exhibits FBXO family protein binding activity and serine-type endopeptidase  activity. Is involved in several processes, including larval feeding behavior; modulation  of chemical synaptic transmission; and protein maturation. Localizes to the axon.  Is expressed in head; mechanosensory neurons; pharynx; and tail. Is used to study  alcohol use disorder. ",EGg Laying defective ,GO:0061837,neuropeptide processing,Any protein maturation process achieved by the cleavage of a peptide bond or bonds within a neuropeptide precursor. Processing leads to the attainment of the full functional capacity of the neuropeptide.,FALSE,TRUE,FALSE,FALSE,NA
WBGene00001172,egl-3,C51E3.7a,The egl-3 gene encodes a homolog of a mammalian proprotein  convertase that participates in peptide secretion. ,"Is an ortholog of human PCSK2 (proprotein convertase subtilisin/kexin  type 2). Exhibits FBXO family protein binding activity and serine-type endopeptidase  activity. Is involved in several processes, including larval feeding behavior; modulation  of chemical synaptic transmission; and protein maturation. Localizes to the axon.  Is expressed in head; mechanosensory neurons; pharynx; and tail. Is used to study  alcohol use disorder. ",EGg Laying defective ,GO:0090325,regulation of locomotion involved in locomotory behavior,"Any process that modulates the frequency, rate, or extent of the self-propelled movement of a cell or organism from one location to another in a behavioral context; the aspect of locomotory behavior having to do with movement.",FALSE,TRUE,FALSE,FALSE,NA
WBGene00001172,egl-3,C51E3.7a,The egl-3 gene encodes a homolog of a mammalian proprotein  convertase that participates in peptide secretion. ,"Is an ortholog of human PCSK2 (proprotein convertase subtilisin/kexin  type 2). Exhibits FBXO family protein binding activity and serine-type endopeptidase  activity. Is involved in several processes, including larval feeding behavior; modulation  of chemical synaptic transmission; and protein maturation. Localizes to the axon.  Is expressed in head; mechanosensory neurons; pharynx; and tail. Is used to study  alcohol use disorder. ",EGg Laying defective ,GO:0090326,positive regulation of locomotion involved in locomotory behavior,"Any process that increases the frequency, rate, or extent of the self-propelled movement of a cell or organism from one location to another in a behavioral context; the aspect of locomotory behavior having to do with movement.",FALSE,TRUE,FALSE,FALSE,NA
WBGene00001172,egl-3,C51E3.7a,The egl-3 gene encodes a homolog of a mammalian proprotein  convertase that participates in peptide secretion. ,"Is an ortholog of human PCSK2 (proprotein convertase subtilisin/kexin  type 2). Exhibits FBXO family protein binding activity and serine-type endopeptidase  activity. Is involved in several processes, including larval feeding behavior; modulation  of chemical synaptic transmission; and protein maturation. Localizes to the axon.  Is expressed in head; mechanosensory neurons; pharynx; and tail. Is used to study  alcohol use disorder. ",EGg Laying defective ,GO:0090472,dibasic protein processing,Any protein processing achieved by the cleavage of a peptide bond after two basic amino acids within a protein.,FALSE,TRUE,FALSE,FALSE,NA
WBGene00001172,egl-3,C51E3.7a,The egl-3 gene encodes a homolog of a mammalian proprotein  convertase that participates in peptide secretion. ,"Is an ortholog of human PCSK2 (proprotein convertase subtilisin/kexin  type 2). Exhibits FBXO family protein binding activity and serine-type endopeptidase  activity. Is involved in several processes, including larval feeding behavior; modulation  of chemical synaptic transmission; and protein maturation. Localizes to the axon.  Is expressed in head; mechanosensory neurons; pharynx; and tail. Is used to study  alcohol use disorder. ",EGg Laying defective ,GO:0090474,arg-arg specific dibasic protein processing,Any protein processing achieved by the cleavage of a peptide bond after two consecutive arginine amino acid residues within a protein.,FALSE,TRUE,FALSE,FALSE,NA
WBGene00001172,egl-3,C51E3.7a,The egl-3 gene encodes a homolog of a mammalian proprotein  convertase that participates in peptide secretion. ,"Is an ortholog of human PCSK2 (proprotein convertase subtilisin/kexin  type 2). Exhibits FBXO family protein binding activity and serine-type endopeptidase  activity. Is involved in several processes, including larval feeding behavior; modulation  of chemical synaptic transmission; and protein maturation. Localizes to the axon.  Is expressed in head; mechanosensory neurons; pharynx; and tail. Is used to study  alcohol use disorder. ",EGg Laying defective ,GO:0098770,FBXO family protein binding,Interacting selectively and non-covalently with any member of the FBXO protein family. Members of this family have an F-box protein motif of approximately 50 amino acids that functions as a site of protein-protein interaction.,FALSE,TRUE,FALSE,FALSE,NA
WBGene00001172,egl-3,C51E3.7a,The egl-3 gene encodes a homolog of a mammalian proprotein  convertase that participates in peptide secretion. ,"Is an ortholog of human PCSK2 (proprotein convertase subtilisin/kexin  type 2). Exhibits FBXO family protein binding activity and serine-type endopeptidase  activity. Is involved in several processes, including larval feeding behavior; modulation  of chemical synaptic transmission; and protein maturation. Localizes to the axon.  Is expressed in head; mechanosensory neurons; pharynx; and tail. Is used to study  alcohol use disorder. ",EGg Laying defective ,GO:1900073,regulation of neuromuscular synaptic transmission,"Any process that modulates the frequency, rate or extent of neuromuscular synaptic transmission.",FALSE,TRUE,FALSE,FALSE,NA
WBGene00001172,egl-3,C51E3.7a,The egl-3 gene encodes a homolog of a mammalian proprotein  convertase that participates in peptide secretion. ,"Is an ortholog of human PCSK2 (proprotein convertase subtilisin/kexin  type 2). Exhibits FBXO family protein binding activity and serine-type endopeptidase  activity. Is involved in several processes, including larval feeding behavior; modulation  of chemical synaptic transmission; and protein maturation. Localizes to the axon.  Is expressed in head; mechanosensory neurons; pharynx; and tail. Is used to study  alcohol use disorder. ",EGg Laying defective ,GO:1901046,positive regulation of oviposition,"Any process that activates or increases the frequency, rate or extent of oviposition.",FALSE,TRUE,FALSE,FALSE,NA
WBGene00001172,egl-3,C51E3.7a,The egl-3 gene encodes a homolog of a mammalian proprotein  convertase that participates in peptide secretion. ,"Is an ortholog of human PCSK2 (proprotein convertase subtilisin/kexin  type 2). Exhibits FBXO family protein binding activity and serine-type endopeptidase  activity. Is involved in several processes, including larval feeding behavior; modulation  of chemical synaptic transmission; and protein maturation. Localizes to the axon.  Is expressed in head; mechanosensory neurons; pharynx; and tail. Is used to study  alcohol use disorder. ",EGg Laying defective ,GO:1903998,regulation of eating behavior,"Any process that modulates the frequency, rate or extent of eating behavior.",FALSE,TRUE,FALSE,FALSE,NA
WBGene00001172,egl-3,C51E3.7a,The egl-3 gene encodes a homolog of a mammalian proprotein  convertase that participates in peptide secretion. ,"Is an ortholog of human PCSK2 (proprotein convertase subtilisin/kexin  type 2). Exhibits FBXO family protein binding activity and serine-type endopeptidase  activity. Is involved in several processes, including larval feeding behavior; modulation  of chemical synaptic transmission; and protein maturation. Localizes to the axon.  Is expressed in head; mechanosensory neurons; pharynx; and tail. Is used to study  alcohol use disorder. ",EGg Laying defective ,GO:1904014,response to serotonin,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a serotonin stimulus.",FALSE,TRUE,FALSE,FALSE,NA
WBGene00001172,egl-3,C51E3.7a,The egl-3 gene encodes a homolog of a mammalian proprotein  convertase that participates in peptide secretion. ,"Is an ortholog of human PCSK2 (proprotein convertase subtilisin/kexin  type 2). Exhibits FBXO family protein binding activity and serine-type endopeptidase  activity. Is involved in several processes, including larval feeding behavior; modulation  of chemical synaptic transmission; and protein maturation. Localizes to the axon.  Is expressed in head; mechanosensory neurons; pharynx; and tail. Is used to study  alcohol use disorder. ",EGg Laying defective ,GO:1904810,negative regulation of dense core granule transport,"Any process that stops, prevents or reduces the frequency, rate or extent of dense core granule transport.",FALSE,TRUE,FALSE,FALSE,NA
WBGene00001172,egl-3,C51E3.7a,The egl-3 gene encodes a homolog of a mammalian proprotein  convertase that participates in peptide secretion. ,"Is an ortholog of human PCSK2 (proprotein convertase subtilisin/kexin  type 2). Exhibits FBXO family protein binding activity and serine-type endopeptidase  activity. Is involved in several processes, including larval feeding behavior; modulation  of chemical synaptic transmission; and protein maturation. Localizes to the axon.  Is expressed in head; mechanosensory neurons; pharynx; and tail. Is used to study  alcohol use disorder. ",EGg Laying defective ,GO:1905850,positive regulation of forward locomotion,"Any process that activates or increases the frequency, rate or extent of forward locomotion.",FALSE,TRUE,FALSE,FALSE,NA
WBGene00001172,egl-3,C51E3.7a,The egl-3 gene encodes a homolog of a mammalian proprotein  convertase that participates in peptide secretion. ,"Is an ortholog of human PCSK2 (proprotein convertase subtilisin/kexin  type 2). Exhibits FBXO family protein binding activity and serine-type endopeptidase  activity. Is involved in several processes, including larval feeding behavior; modulation  of chemical synaptic transmission; and protein maturation. Localizes to the axon.  Is expressed in head; mechanosensory neurons; pharynx; and tail. Is used to study  alcohol use disorder. ",EGg Laying defective ,GO:1905852,positive regulation of backward locomotion,"Any process that activates or increases the frequency, rate or extent of backward locomotion.",FALSE,TRUE,FALSE,FALSE,NA
WBGene00001172,egl-3,C51E3.7a,The egl-3 gene encodes a homolog of a mammalian proprotein  convertase that participates in peptide secretion. ,"Is an ortholog of human PCSK2 (proprotein convertase subtilisin/kexin  type 2). Exhibits FBXO family protein binding activity and serine-type endopeptidase  activity. Is involved in several processes, including larval feeding behavior; modulation  of chemical synaptic transmission; and protein maturation. Localizes to the axon.  Is expressed in head; mechanosensory neurons; pharynx; and tail. Is used to study  alcohol use disorder. ",EGg Laying defective ,GO:1905910,negative regulation of dauer entry,"Any process that stops, prevents or reduces the frequency, rate or extent of dauer entry.",FALSE,TRUE,FALSE,FALSE,NA
WBGene00001172,egl-3,C51E3.7a,The egl-3 gene encodes a homolog of a mammalian proprotein  convertase that participates in peptide secretion. ,"Is an ortholog of human PCSK2 (proprotein convertase subtilisin/kexin  type 2). Exhibits FBXO family protein binding activity and serine-type endopeptidase  activity. Is involved in several processes, including larval feeding behavior; modulation  of chemical synaptic transmission; and protein maturation. Localizes to the axon.  Is expressed in head; mechanosensory neurons; pharynx; and tail. Is used to study  alcohol use disorder. ",EGg Laying defective ,GO:1905954,positive regulation of lipid localization,"Any process that activates or increases the frequency, rate or extent of lipid localization.",FALSE,TRUE,FALSE,FALSE,NA
WBGene00001560,gei-3,T22H6.6a,gei-3 encodes a member of the high mobility group (HMG) protein  family; interacts with GEX-3 in yeast two-hybrid assays. ,Is an ortholog of human BBX (BBX high mobility group box  domain containing) and CIC (capicua transcriptional repressor). Is predicted to  have DNA binding activity. Is expressed in head neurons; intestine; and tail neurons. ,GEX Interacting protein ,GO:0000122,negative regulation of transcription by RNA polymerase II,"Any process that stops, prevents, or reduces the frequency, rate or extent of transcription mediated by RNA polymerase II.",TRUE,FALSE,TRUE,FALSE,NA
WBGene00001560,gei-3,T22H6.6a,gei-3 encodes a member of the high mobility group (HMG) protein  family; interacts with GEX-3 in yeast two-hybrid assays. ,Is an ortholog of human BBX (BBX high mobility group box  domain containing) and CIC (capicua transcriptional repressor). Is predicted to  have DNA binding activity. Is expressed in head neurons; intestine; and tail neurons. ,GEX Interacting protein ,GO:0003677,DNA binding,Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).,TRUE,FALSE,TRUE,FALSE,NA
WBGene00001560,gei-3,T22H6.6a,gei-3 encodes a member of the high mobility group (HMG) protein  family; interacts with GEX-3 in yeast two-hybrid assays. ,Is an ortholog of human BBX (BBX high mobility group box  domain containing) and CIC (capicua transcriptional repressor). Is predicted to  have DNA binding activity. Is expressed in head neurons; intestine; and tail neurons. ,GEX Interacting protein ,GO:0005634,nucleus,"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.",TRUE,FALSE,TRUE,FALSE,NA
WBGene00001681,gpc-1,K02A4.2,"The gpc-1 gene encodes a heterotrimeric guanine nucleotide-binding  protein gamma subunit, expressed specifically in sensory neurons, that is involved  in taste adaptation. ",Is an ortholog of human GNG7 (G protein subunit gamma 7).  Is predicted to have G-protein beta-subunit binding activity. Is involved in sensory  perception of taste. Is expressed in PHB and amphid neurons. ,"G Protein, Gamma subunit ",GO:0003924,GTPase activity,Catalysis of the reaction: GTP + H2O = GDP + phosphate.,TRUE,TRUE,TRUE,TRUE,NA
WBGene00001681,gpc-1,K02A4.2,"The gpc-1 gene encodes a heterotrimeric guanine nucleotide-binding  protein gamma subunit, expressed specifically in sensory neurons, that is involved  in taste adaptation. ",Is an ortholog of human GNG7 (G protein subunit gamma 7).  Is predicted to have G-protein beta-subunit binding activity. Is involved in sensory  perception of taste. Is expressed in PHB and amphid neurons. ,"G Protein, Gamma subunit ",GO:0005834,heterotrimeric G-protein complex,Any of a family of heterotrimeric GTP-binding and hydrolyzing proteins; they belong to a superfamily of GTPases that includes monomeric proteins such as EF-Tu and RAS. Heterotrimeric G-proteins consist of three subunits; the alpha subunit contains the guanine nucleotide binding site and possesses GTPase activity; the beta and gamma subunits are tightly associated and function as a beta-gamma heterodimer; extrinsic plasma membrane proteins (cytoplasmic face) that function as a complex to transduce signals from G protein-coupled receptors to an effector protein.,TRUE,TRUE,TRUE,TRUE,NA
WBGene00001681,gpc-1,K02A4.2,"The gpc-1 gene encodes a heterotrimeric guanine nucleotide-binding  protein gamma subunit, expressed specifically in sensory neurons, that is involved  in taste adaptation. ",Is an ortholog of human GNG7 (G protein subunit gamma 7).  Is predicted to have G-protein beta-subunit binding activity. Is involved in sensory  perception of taste. Is expressed in PHB and amphid neurons. ,"G Protein, Gamma subunit ",GO:0005886,plasma membrane,The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins.,TRUE,TRUE,TRUE,TRUE,NA
WBGene00001681,gpc-1,K02A4.2,"The gpc-1 gene encodes a heterotrimeric guanine nucleotide-binding  protein gamma subunit, expressed specifically in sensory neurons, that is involved  in taste adaptation. ",Is an ortholog of human GNG7 (G protein subunit gamma 7).  Is predicted to have G-protein beta-subunit binding activity. Is involved in sensory  perception of taste. Is expressed in PHB and amphid neurons. ,"G Protein, Gamma subunit ",GO:0007165,signal transduction,"The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell.",TRUE,TRUE,TRUE,TRUE,NA
WBGene00001681,gpc-1,K02A4.2,"The gpc-1 gene encodes a heterotrimeric guanine nucleotide-binding  protein gamma subunit, expressed specifically in sensory neurons, that is involved  in taste adaptation. ",Is an ortholog of human GNG7 (G protein subunit gamma 7).  Is predicted to have G-protein beta-subunit binding activity. Is involved in sensory  perception of taste. Is expressed in PHB and amphid neurons. ,"G Protein, Gamma subunit ",GO:0007186,G protein-coupled receptor signaling pathway,"A series of molecular signals that proceeds with an activated receptor promoting the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, or for basal GPCR signaling the pathway begins with the receptor activating its G protein in the absence of an agonist, and ends with regulation of a downstream cellular process, e.g. transcription.  The pathway can start from the plasma membrane, Golgi or nuclear membrane (PMID:24568158 and PMID:16902576).",TRUE,TRUE,TRUE,TRUE,NA
WBGene00001681,gpc-1,K02A4.2,"The gpc-1 gene encodes a heterotrimeric guanine nucleotide-binding  protein gamma subunit, expressed specifically in sensory neurons, that is involved  in taste adaptation. ",Is an ortholog of human GNG7 (G protein subunit gamma 7).  Is predicted to have G-protein beta-subunit binding activity. Is involved in sensory  perception of taste. Is expressed in PHB and amphid neurons. ,"G Protein, Gamma subunit ",GO:0016020,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,TRUE,TRUE,TRUE,TRUE,NA
WBGene00001681,gpc-1,K02A4.2,"The gpc-1 gene encodes a heterotrimeric guanine nucleotide-binding  protein gamma subunit, expressed specifically in sensory neurons, that is involved  in taste adaptation. ",Is an ortholog of human GNG7 (G protein subunit gamma 7).  Is predicted to have G-protein beta-subunit binding activity. Is involved in sensory  perception of taste. Is expressed in PHB and amphid neurons. ,"G Protein, Gamma subunit ",GO:0031680,NA,NA,TRUE,TRUE,TRUE,TRUE,NA
WBGene00001681,gpc-1,K02A4.2,"The gpc-1 gene encodes a heterotrimeric guanine nucleotide-binding  protein gamma subunit, expressed specifically in sensory neurons, that is involved  in taste adaptation. ",Is an ortholog of human GNG7 (G protein subunit gamma 7).  Is predicted to have G-protein beta-subunit binding activity. Is involved in sensory  perception of taste. Is expressed in PHB and amphid neurons. ,"G Protein, Gamma subunit ",GO:0031681,NA,NA,TRUE,TRUE,TRUE,TRUE,NA
WBGene00001681,gpc-1,K02A4.2,"The gpc-1 gene encodes a heterotrimeric guanine nucleotide-binding  protein gamma subunit, expressed specifically in sensory neurons, that is involved  in taste adaptation. ",Is an ortholog of human GNG7 (G protein subunit gamma 7).  Is predicted to have G-protein beta-subunit binding activity. Is involved in sensory  perception of taste. Is expressed in PHB and amphid neurons. ,"G Protein, Gamma subunit ",GO:0050909,sensory perception of taste,"The series of events required for an organism to receive a gustatory stimulus, convert it to a molecular signal, and recognize and characterize the signal. Gustation involves the direct detection of chemical composition, usually through contact with chemoreceptor cells. This is a neurological process.",TRUE,TRUE,TRUE,TRUE,NA
WBGene00001757,gst-9,R05F9.5,"gst-9 encodes a predicted glutathione S-transferase; by homology,  GST-9 is predicted to play a role in the detoxification of environmental toxins  and xenobiotics by transferring glutathione to reactive electrophilic compounds;  however, as loss of gst-9 activity via large-scale RNAi screens does not result  in any obvious abnormalities, the precise role of GST-9 in C. elegans development  and/or behavior is not yet known. ",Is an ortholog of human HPGDS (hematopoietic prostaglandin  D synthase). Is predicted to have glutathione transferase activity. ,Glutathione S-Transferase ,GO:0004364,glutathione transferase activity,"Catalysis of the reaction: R-X + glutathione = H-X + R-S-glutathione. R may be an aliphatic, aromatic or heterocyclic group; X may be a sulfate, nitrile or halide group.",FALSE,TRUE,FALSE,FALSE,NA
WBGene00001757,gst-9,R05F9.5,"gst-9 encodes a predicted glutathione S-transferase; by homology,  GST-9 is predicted to play a role in the detoxification of environmental toxins  and xenobiotics by transferring glutathione to reactive electrophilic compounds;  however, as loss of gst-9 activity via large-scale RNAi screens does not result  in any obvious abnormalities, the precise role of GST-9 in C. elegans development  and/or behavior is not yet known. ",Is an ortholog of human HPGDS (hematopoietic prostaglandin  D synthase). Is predicted to have glutathione transferase activity. ,Glutathione S-Transferase ,GO:0005575,cellular_component,"A location, relative to cellular compartments and structures, occupied by a macromolecular machine when it carries out a molecular function. There are two ways in which the gene ontology describes locations of gene products: (1) relative to cellular structures (e.g., cytoplasmic side of plasma membrane) or compartments (e.g., mitochondrion), and (2) the stable macromolecular complexes of which they are parts (e.g., the ribosome).",FALSE,TRUE,FALSE,FALSE,NA
WBGene00001757,gst-9,R05F9.5,"gst-9 encodes a predicted glutathione S-transferase; by homology,  GST-9 is predicted to play a role in the detoxification of environmental toxins  and xenobiotics by transferring glutathione to reactive electrophilic compounds;  however, as loss of gst-9 activity via large-scale RNAi screens does not result  in any obvious abnormalities, the precise role of GST-9 in C. elegans development  and/or behavior is not yet known. ",Is an ortholog of human HPGDS (hematopoietic prostaglandin  D synthase). Is predicted to have glutathione transferase activity. ,Glutathione S-Transferase ,GO:0006749,glutathione metabolic process,"The chemical reactions and pathways involving glutathione, the tripeptide glutamylcysteinylglycine, which acts as a coenzyme for some enzymes and as an antioxidant in the protection of sulfhydryl groups in enzymes and other proteins; it has a specific role in the reduction of hydrogen peroxide (H2O2) and oxidized ascorbate, and it participates in the gamma-glutamyl cycle.",FALSE,TRUE,FALSE,FALSE,NA
WBGene00001757,gst-9,R05F9.5,"gst-9 encodes a predicted glutathione S-transferase; by homology,  GST-9 is predicted to play a role in the detoxification of environmental toxins  and xenobiotics by transferring glutathione to reactive electrophilic compounds;  however, as loss of gst-9 activity via large-scale RNAi screens does not result  in any obvious abnormalities, the precise role of GST-9 in C. elegans development  and/or behavior is not yet known. ",Is an ortholog of human HPGDS (hematopoietic prostaglandin  D synthase). Is predicted to have glutathione transferase activity. ,Glutathione S-Transferase ,GO:0016740,transferase activity,"Catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2.",FALSE,TRUE,FALSE,FALSE,NA
WBGene00003283,mir-55,F09A5.6,"mir-55 encodes a microRNA (miRNA), a small noncoding RNA that  is likely involved in post-transcriptional regulation of gene expression; miR-55  is expressed at high levels during all developmental stages and in glp-4 mutant  hermaphrodites lacking a germline; miR-55 is also detected in him-8 mutants, starved  L1 larvae, and dauer larvae; miR-55 does not appear to have orthologs in other species,  and the targets of miR-55 are not yet known. ","Is expressed in several structures, including excretory system;  hypodermis; neurons; and seam cell. ",MIcro RNA ,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,NA
WBGene00003284,mir-56,F09A5.8,none available ,"Is expressed in several structures, including excretory system;  hypodermis; neurons; and seam cell. ",MIcro RNA ,GO:0005623,cell,The basic structural and functional unit of all organisms. Includes the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00003284,mir-56,F09A5.8,none available ,"Is expressed in several structures, including excretory system;  hypodermis; neurons; and seam cell. ",MIcro RNA ,GO:0050779,RNA destabilization,"Any process that decreases the stability of an RNA molecule, making it more vulnerable to degradative processes.",TRUE,FALSE,FALSE,FALSE,NA
WBGene00003616,nhr-17,C02B4.2,"nhr-17 encodes a member of the superfamily of nuclear receptors,  which is one of the most abundant class of transcriptional regulators; nuclear receptors  have a well conserved DNA binding domain and a less conserved C-terminal ligand  binding domain. ",Is predicted to have RNA polymerase II regulatory region  sequence-specific DNA binding activity and nuclear receptor activity. Is expressed  in tail. ,Nuclear Hormone Receptor family ,GO:0000977,RNA polymerase II regulatory region sequence-specific DNA binding,Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls the transcription of a gene or cistron by RNA polymerase II.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00003616,nhr-17,C02B4.2,"nhr-17 encodes a member of the superfamily of nuclear receptors,  which is one of the most abundant class of transcriptional regulators; nuclear receptors  have a well conserved DNA binding domain and a less conserved C-terminal ligand  binding domain. ",Is predicted to have RNA polymerase II regulatory region  sequence-specific DNA binding activity and nuclear receptor activity. Is expressed  in tail. ,Nuclear Hormone Receptor family ,GO:0003677,DNA binding,Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).,TRUE,FALSE,FALSE,FALSE,NA
WBGene00003616,nhr-17,C02B4.2,"nhr-17 encodes a member of the superfamily of nuclear receptors,  which is one of the most abundant class of transcriptional regulators; nuclear receptors  have a well conserved DNA binding domain and a less conserved C-terminal ligand  binding domain. ",Is predicted to have RNA polymerase II regulatory region  sequence-specific DNA binding activity and nuclear receptor activity. Is expressed  in tail. ,Nuclear Hormone Receptor family ,GO:0003700,DNA-binding transcription factor activity,"A protein or a member of a complex that interacts selectively and non-covalently with a specific DNA sequence (sometimes referred to as a motif) within the regulatory region of a gene to modulate transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons.",TRUE,FALSE,FALSE,FALSE,NA
WBGene00003616,nhr-17,C02B4.2,"nhr-17 encodes a member of the superfamily of nuclear receptors,  which is one of the most abundant class of transcriptional regulators; nuclear receptors  have a well conserved DNA binding domain and a less conserved C-terminal ligand  binding domain. ",Is predicted to have RNA polymerase II regulatory region  sequence-specific DNA binding activity and nuclear receptor activity. Is expressed  in tail. ,Nuclear Hormone Receptor family ,GO:0003707,steroid hormone receptor activity,Combining with a steroid hormone and transmitting the signal within the cell to initiate a change in cell activity or function.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00003616,nhr-17,C02B4.2,"nhr-17 encodes a member of the superfamily of nuclear receptors,  which is one of the most abundant class of transcriptional regulators; nuclear receptors  have a well conserved DNA binding domain and a less conserved C-terminal ligand  binding domain. ",Is predicted to have RNA polymerase II regulatory region  sequence-specific DNA binding activity and nuclear receptor activity. Is expressed  in tail. ,Nuclear Hormone Receptor family ,GO:0005515,protein binding,Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).,TRUE,FALSE,FALSE,FALSE,NA
WBGene00003616,nhr-17,C02B4.2,"nhr-17 encodes a member of the superfamily of nuclear receptors,  which is one of the most abundant class of transcriptional regulators; nuclear receptors  have a well conserved DNA binding domain and a less conserved C-terminal ligand  binding domain. ",Is predicted to have RNA polymerase II regulatory region  sequence-specific DNA binding activity and nuclear receptor activity. Is expressed  in tail. ,Nuclear Hormone Receptor family ,GO:0005634,nucleus,"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.",TRUE,FALSE,FALSE,FALSE,NA
WBGene00003616,nhr-17,C02B4.2,"nhr-17 encodes a member of the superfamily of nuclear receptors,  which is one of the most abundant class of transcriptional regulators; nuclear receptors  have a well conserved DNA binding domain and a less conserved C-terminal ligand  binding domain. ",Is predicted to have RNA polymerase II regulatory region  sequence-specific DNA binding activity and nuclear receptor activity. Is expressed  in tail. ,Nuclear Hormone Receptor family ,GO:0006355,"regulation of transcription, DNA-templated","Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.",TRUE,FALSE,FALSE,FALSE,NA
